member_id,account_id,email,join_date,eligibility_status,sponsored,is_fitbit_seed
mem_7abf8dc57c93,acct_50a44960811c,fjones@example.com,2026-03-23,enrolled,True,False
mem_17d5c14d245c,acct_50a44960811c,cameronhill@example.net,2026-07-24,enrolled,True,False
mem_95f1130b7932,acct_50a44960811c,oscar98@example.com,2025-07-06,enrolled,True,False
mem_57888ebca2cd,acct_50a44960811c,bwagner@example.org,2025-10-01,enrolled,True,False
mem_263c23913375,acct_50a44960811c,farrelldebra@example.net,2026-03-29,enrolled,True,False
mem_b6fc0ab7aec3,acct_50a44960811c,russellbeasley@example.com,2025-07-27,enrolled,True,False
mem_623f47aa2c73,acct_2d04f82f98c7,edwardslarry@example.com,2026-05-27,enrolled,True,False
mem_2ab6a750feaa,acct_2d04f82f98c7,stephanie71@example.org,2025-01-16,enrolled,True,False
mem_1536946f9a75,acct_2d04f82f98c7,daviscolin@example.net,2025-08-29,enrolled,True,False
mem_93de9200daba,acct_2d04f82f98c7,lisa80@example.net,2026-05-13,enrolled,True,True
mem_97dcd02d4604,acct_2d04f82f98c7,elizabeth65@example.net,2026-06-27,enrolled,True,False
mem_42e4f15da419,acct_2d04f82f98c7,uparrish@example.org,2026-02-12,enrolled,True,False
mem_5a895c184b4e,acct_2d04f82f98c7,caroline51@example.net,2025-11-16,enrolled,True,False
mem_0d9e154bbae3,acct_2d04f82f98c7,ericolson@example.org,2026-01-16,enrolled,True,False
mem_f51e32df4f23,acct_2d04f82f98c7,megan51@example.com,2026-06-24,enrolled,True,False
mem_68a73b93d42f,acct_2d04f82f98c7,lindsaybruce@example.net,2026-02-14,enrolled,True,False
mem_bce32758aa8f,acct_2d04f82f98c7,lynchdiane@example.net,2025-02-02,enrolled,True,False
mem_16b029884ac7,acct_2d04f82f98c7,anthony44@example.com,2024-11-30,enrolled,True,False
mem_d3227bb0f84d,acct_2d04f82f98c7,adam29@example.net,2026-06-25,enrolled,True,False
mem_6c4c2b8fd8a4,acct_2d04f82f98c7,vjones@example.net,2026-02-17,enrolled,True,False
mem_e23c960e4c75,acct_2d04f82f98c7,davisalyssa@example.com,2025-09-04,enrolled,True,False
mem_159e8b029955,acct_2d04f82f98c7,kchavez@example.com,2025-09-13,enrolled,True,False
mem_1057e9fb58aa,acct_2d04f82f98c7,jennifer99@example.org,2026-02-19,enrolled,True,False
mem_a9cdb165b38c,acct_2d04f82f98c7,moorekaren@example.org,2025-11-12,enrolled,True,False
mem_090ce91adffc,acct_2d04f82f98c7,nelsonebony@example.com,2025-04-10,enrolled,True,False
mem_b0bdb4cd2357,acct_2d04f82f98c7,nperry@example.net,2024-11-27,enrolled,True,False
mem_6f78423b636e,acct_2d04f82f98c7,reeddaniel@example.net,2025-07-22,enrolled,True,False
mem_fdfb4bc22d2f,acct_2d04f82f98c7,trose@example.org,2025-02-12,enrolled,True,False
mem_4981b965b51d,acct_2d04f82f98c7,randallgreene@example.org,2026-04-08,enrolled,True,False
mem_c7f0da7a9e71,acct_2d04f82f98c7,kevinclark@example.org,2026-05-08,enrolled,True,False
mem_9dfafd9e19b7,acct_2d04f82f98c7,keith10@example.com,2025-06-14,enrolled,True,False
mem_ca2072cb791c,acct_2d04f82f98c7,ythompson@example.net,2026-05-02,enrolled,True,True
mem_d6d950c7e774,acct_2d04f82f98c7,vincentwhitaker@example.com,2026-01-24,enrolled,True,False
mem_96d1baa6734e,acct_2d04f82f98c7,sandersjudy@example.com,2026-05-01,enrolled,True,False
mem_7a8343b938e5,acct_2d04f82f98c7,stevenschristian@example.com,2025-02-14,enrolled,True,False
mem_d332a79d2491,acct_2d04f82f98c7,tberry@example.net,2025-06-28,enrolled,True,False
mem_3f3c66b01f90,acct_1f6bb8f8c4c6,george97@example.net,2025-04-20,enrolled,True,False
mem_0e1e7fdf5930,acct_1f6bb8f8c4c6,christopher13@example.com,2025-06-06,enrolled,True,False
mem_4f23607654fd,acct_1f6bb8f8c4c6,zwarren@example.com,2026-03-27,enrolled,True,False
mem_7aec4e13cffe,acct_1f6bb8f8c4c6,jeffrey21@example.net,2025-06-24,enrolled,True,True
mem_ecc0824e8854,acct_1f6bb8f8c4c6,schmidtjames@example.com,2026-05-28,enrolled,True,False
mem_5d20ff3162d8,acct_1f6bb8f8c4c6,jessica23@example.org,2025-04-13,enrolled,True,False
mem_77d98bfd527d,acct_1f6bb8f8c4c6,jonathanthompson@example.org,2025-04-25,enrolled,True,False
mem_730eb4f422e7,acct_1f6bb8f8c4c6,thompsonkendra@example.com,2026-04-14,enrolled,True,False
mem_62f3b9f9a0e2,acct_1f6bb8f8c4c6,wwebster@example.net,2025-06-01,enrolled,True,False
mem_6c11dbb6ceb4,acct_1f6bb8f8c4c6,kmaldonado@example.net,2026-01-01,enrolled,True,False
mem_78a6230382b3,acct_1f6bb8f8c4c6,michelle52@example.com,2026-03-11,enrolled,True,False
mem_6471c60d7a2a,acct_1f6bb8f8c4c6,harrisoncrystal@example.com,2025-06-18,enrolled,True,False
mem_303eb3a07b7b,acct_1f6bb8f8c4c6,bellcharles@example.com,2026-04-12,enrolled,True,False
mem_720aeb9200ad,acct_1f6bb8f8c4c6,xjohnson@example.com,2026-07-04,enrolled,True,False
mem_e3c330f19bab,acct_1f6bb8f8c4c6,newmantiffany@example.org,2026-04-26,enrolled,True,False
mem_1750d664302c,acct_1f6bb8f8c4c6,jford@example.net,2026-03-02,enrolled,True,False
mem_b12271ee66ae,acct_1f6bb8f8c4c6,colelisa@example.net,2025-04-20,enrolled,True,False
mem_75dc58d7650f,acct_1f6bb8f8c4c6,marcalvarez@example.org,2024-12-11,enrolled,True,False
mem_da5523a198cc,acct_1f6bb8f8c4c6,hayeslisa@example.com,2026-03-22,enrolled,True,True
mem_ec9af4699ccb,acct_1f6bb8f8c4c6,wagnergerald@example.org,2025-09-28,enrolled,True,False
mem_e6b0b112202c,acct_1f6bb8f8c4c6,hritter@example.net,2026-01-29,enrolled,True,False
mem_03c023da0612,acct_1f6bb8f8c4c6,michaelhardin@example.com,2024-11-10,enrolled,True,False
mem_7175660164ad,acct_1f6bb8f8c4c6,rschroeder@example.net,2025-11-25,enrolled,True,False
mem_3a383e027a26,acct_1f6bb8f8c4c6,mccormickdeborah@example.org,2025-01-25,enrolled,True,False
mem_870dc55b8c02,acct_706362a9a3e4,johnathan92@example.com,2026-03-30,enrolled,True,False
mem_b89d0c5f0559,acct_706362a9a3e4,aguilardonald@example.com,2025-11-01,enrolled,True,False
mem_55e91d358342,acct_706362a9a3e4,tammy62@example.net,2024-11-03,enrolled,True,False
mem_75bfa4406e38,acct_706362a9a3e4,collinsnicholas@example.com,2026-06-26,enrolled,True,True
mem_30dc5b757c69,acct_706362a9a3e4,elizabethcalderon@example.net,2025-10-24,enrolled,True,False
mem_193060c1eae9,acct_706362a9a3e4,lucasrodney@example.com,2026-02-22,enrolled,True,False
mem_ee78400de3d3,acct_706362a9a3e4,coxhenry@example.org,2025-06-25,enrolled,True,False
mem_d8858d7f7be7,acct_706362a9a3e4,stacey73@example.org,2026-01-13,enrolled,True,False
mem_add5da7b2e2d,acct_706362a9a3e4,ericphillips@example.org,2024-11-01,enrolled,True,False
mem_7f174393b6da,acct_706362a9a3e4,stanleynancy@example.net,2026-05-25,enrolled,True,False
mem_87d462396832,acct_706362a9a3e4,carlamoore@example.org,2025-03-15,enrolled,True,False
mem_268242fb6b47,acct_706362a9a3e4,jenniferwilliams@example.com,2026-04-27,enrolled,True,False
mem_61488bc4f609,acct_706362a9a3e4,tarabishop@example.net,2026-06-22,enrolled,True,False
mem_240b254b41ea,acct_706362a9a3e4,pyoung@example.com,2026-01-13,enrolled,True,False
mem_2eca394ffd60,acct_706362a9a3e4,mmckee@example.com,2025-12-03,enrolled,True,False
mem_e38735a2669d,acct_706362a9a3e4,smurray@example.com,2025-06-09,enrolled,True,False
mem_a17bb7e3d499,acct_706362a9a3e4,mburch@example.net,2025-09-01,enrolled,True,False
mem_fadd24f0e57c,acct_706362a9a3e4,moniquewilliams@example.com,2025-01-23,enrolled,True,False
mem_7d52dd3500ce,acct_706362a9a3e4,angela18@example.org,2025-07-30,enrolled,True,False
mem_79e42ef82071,acct_706362a9a3e4,christopher24@example.com,2026-04-24,enrolled,True,True
mem_3980b5bf0267,acct_706362a9a3e4,mariahdavis@example.org,2026-01-15,enrolled,True,False
mem_883b980b22f8,acct_316438e68f0d,gbrown@example.com,2025-09-15,enrolled,True,False
mem_5825b0de8011,acct_316438e68f0d,paulmiller@example.org,2026-05-22,enrolled,True,False
mem_5fc25fafbe1a,acct_316438e68f0d,florescory@example.net,2025-03-15,enrolled,True,False
mem_8a471aee567a,acct_316438e68f0d,lacey20@example.com,2025-12-09,enrolled,True,False
mem_0aee2e972870,acct_316438e68f0d,ihorton@example.net,2025-09-13,enrolled,True,False
mem_0463039ef433,acct_316438e68f0d,awest@example.org,2026-03-03,enrolled,True,False
mem_0b9c9762b2e0,acct_316438e68f0d,scottmary@example.net,2025-08-25,enrolled,True,False
mem_cbd42c22d8c0,acct_316438e68f0d,srodriguez@example.org,2025-11-15,enrolled,True,True
mem_ac7c98246bf6,acct_316438e68f0d,david36@example.net,2026-04-26,enrolled,True,False
mem_5ece98881da0,acct_316438e68f0d,fbrown@example.net,2025-09-14,enrolled,True,False
mem_a180e0e7bbdc,acct_316438e68f0d,chenbailey@example.net,2026-02-08,enrolled,True,False
mem_f1fa779585db,acct_316438e68f0d,kellysmith@example.com,2025-07-22,enrolled,True,False
mem_fdf8c328a06e,acct_316438e68f0d,ashleylopez@example.net,2026-05-03,enrolled,True,False
mem_e3d5614d7f95,acct_316438e68f0d,millsmichael@example.net,2025-11-08,enrolled,True,False
mem_5ca98f354bb8,acct_316438e68f0d,myerstheodore@example.net,2026-01-26,enrolled,True,False
mem_2e21e3331261,acct_36c4ee48b4bf,kellycarlos@example.org,2026-04-19,enrolled,True,False
mem_d8911342704e,acct_36c4ee48b4bf,ingramjill@example.com,2025-06-25,enrolled,True,False
mem_556123fce365,acct_36c4ee48b4bf,bradleypayne@example.net,2025-10-18,enrolled,True,False
mem_723b52b0cb79,acct_36c4ee48b4bf,mariacohen@example.net,2026-03-04,enrolled,True,False
mem_7fd5fccf9942,acct_36c4ee48b4bf,zwelch@example.org,2026-01-10,enrolled,True,False
mem_cc282550b279,acct_36c4ee48b4bf,baldwinsherry@example.org,2025-09-08,enrolled,True,False
mem_928ee4a9fc62,acct_36c4ee48b4bf,james30@example.com,2025-12-07,enrolled,True,False
mem_56b9dba78124,acct_36c4ee48b4bf,zachary87@example.com,2025-06-19,enrolled,True,True
mem_a3a516a8bbb3,acct_36c4ee48b4bf,mullinsjames@example.com,2024-12-24,enrolled,True,False
mem_8f7aa5351916,acct_36c4ee48b4bf,glennmartin@example.org,2025-07-31,enrolled,True,False
mem_861a4c99a95b,acct_36c4ee48b4bf,samuel67@example.com,2025-09-18,enrolled,True,False
mem_e9eb19171146,acct_55b43f8e3d50,zrichardson@example.net,2025-10-03,enrolled,True,True
mem_75b7fc82eb44,acct_55b43f8e3d50,laurie61@example.com,2026-02-27,enrolled,True,False
mem_4f6d75f501c4,acct_55b43f8e3d50,amymorris@example.org,2025-05-31,enrolled,True,False
mem_cef179b9c891,acct_55b43f8e3d50,donna47@example.net,2025-07-20,enrolled,True,False
mem_c80bfca8997a,acct_55b43f8e3d50,cjackson@example.com,2025-09-10,enrolled,True,False
mem_417d74d0b65b,acct_55b43f8e3d50,wwilliams@example.net,2026-04-13,enrolled,True,False
mem_39b78688becd,acct_55b43f8e3d50,yhill@example.org,2026-04-23,enrolled,True,True
mem_4344cb9632f2,acct_55b43f8e3d50,lambertrichard@example.net,2026-07-04,enrolled,True,False
mem_7c605675c93b,acct_55b43f8e3d50,stephaniethomas@example.net,2026-04-05,enrolled,True,False
mem_d828e538fa51,acct_ee05e6b25286,michael90@example.net,2025-07-08,enrolled,True,False
mem_c0a8e02299d9,acct_ee05e6b25286,erikarush@example.com,2026-01-04,enrolled,True,False
mem_323be6decbff,acct_ee05e6b25286,khines@example.org,2025-03-29,enrolled,True,False
mem_150e5d570c59,acct_ee05e6b25286,raymond43@example.org,2025-11-04,enrolled,True,False
mem_eeeaa5819edb,acct_ee05e6b25286,fitzgeraldvictor@example.com,2025-08-12,enrolled,True,False
mem_e398ff53497b,acct_ee05e6b25286,greenjorge@example.com,2026-02-05,enrolled,True,False
mem_b55c9ecd989c,acct_ee05e6b25286,wendymitchell@example.com,2026-01-29,enrolled,True,False
mem_1243f8c3f683,acct_ee05e6b25286,davidfarrell@example.com,2026-05-13,enrolled,True,False
mem_fd7f37b76d27,acct_d3d7a3dd9d05,rachelwallace@example.org,2025-08-31,enrolled,False,False
mem_ce88a0d90caa,acct_65e9868c8885,elizabeth18@example.net,2025-03-23,enrolled,False,False
mem_b2c53552f146,acct_0902db2d2f3f,patricia22@example.com,2025-04-24,enrolled,False,False
mem_7e3a512ad40d,acct_0eed0ac9e165,davidharris@example.org,2025-03-30,enrolled,False,False
mem_46f50062d668,acct_6d7caf76a910,kristyjohnson@example.net,2025-07-01,enrolled,False,False
mem_433f9834ec30,acct_1b02005f6e53,tanner82@example.net,2026-04-16,enrolled,False,False
mem_57bf25311519,acct_a7def6e478ee,jonesraymond@example.net,2025-06-11,enrolled,False,False
mem_5fdae99afbba,acct_0bc0ff1b909b,xfox@example.com,2025-08-26,enrolled,False,False
mem_6c3b2b8d864b,acct_0579ea18b6c3,martinezlogan@example.org,2025-12-30,enrolled,False,False
mem_adbd7c9eba3b,acct_902ae4304357,howens@example.com,2025-11-14,enrolled,False,False
mem_643148e3a860,acct_fa02e45df462,nataliedeleon@example.net,2025-02-22,enrolled,False,False
mem_2ba5ba90569e,acct_1320721a5bdf,katrinaanderson@example.net,2026-05-23,enrolled,False,False
mem_b1fb9a71ef7a,acct_53a3810c0e18,guerraapril@example.com,2026-05-19,enrolled,False,False
mem_0ddf64d498ba,acct_97e82c0fb559,fernandodonovan@example.org,2025-12-30,enrolled,False,False
mem_a559eef0bf2d,acct_c2b5408637f5,stacey84@example.org,2025-11-27,enrolled,False,False
mem_91840224b41a,acct_d34eff88d3bf,james84@example.org,2025-11-13,enrolled,False,False
mem_9bfee57866aa,acct_86c9aed3b8c3,christina18@example.net,2026-03-06,enrolled,False,False
mem_0a8d03dbcbe4,acct_e4c3baa415bf,brittanycarpenter@example.org,2025-07-17,enrolled,False,False
mem_43c1edf6dfd0,acct_bcdc392447f3,megan90@example.org,2026-01-10,enrolled,False,False
mem_e468f2a0ffef,acct_c94bd2e8e51e,williamsdarlene@example.net,2025-06-02,enrolled,False,False
mem_a6c8f4778687,acct_65f7989c44f9,debra96@example.net,2025-03-23,enrolled,False,False
mem_b8c169a40db3,acct_e8eeca8814f5,jimenezcourtney@example.com,2026-01-17,enrolled,False,False
mem_a17298550b74,acct_8094bfc87cd8,timothy64@example.com,2025-03-07,enrolled,False,False
mem_14df8e9d5af9,acct_1751d7315ab6,barkereric@example.com,2026-01-08,enrolled,False,False
mem_07a2ac118006,acct_620a417af872,vmarshall@example.net,2026-05-09,enrolled,False,False
mem_c0dcd71e2eb0,acct_fbebaf26b99b,larryhiggins@example.net,2025-04-23,enrolled,False,False
mem_bb3b09d35b19,acct_5ab0eeb3e36a,theresa25@example.net,2026-01-06,enrolled,False,True
mem_1bf731ba6c91,acct_7dd4296eed5f,floressteven@example.com,2025-07-20,enrolled,False,False
mem_9804defe3647,acct_2ae8802247a5,gwright@example.org,2025-05-12,enrolled,False,False
mem_c9b003d7b8d5,acct_87c190413efc,sonia96@example.org,2026-03-23,enrolled,False,False
mem_c0dd93ee020a,acct_5a096faad91f,lisapeck@example.net,2025-07-01,enrolled,False,False
mem_613eab6498a6,acct_0311564600bf,james27@example.net,2025-12-21,enrolled,False,False
mem_91d0d38ddef4,acct_424a6d08a0b4,tjimenez@example.com,2026-04-07,enrolled,False,False
mem_87e51769b991,acct_51d7653baae4,davisphillip@example.com,2026-01-11,enrolled,False,False
mem_ec78c00363e8,acct_621ced6dc2b3,jasongomez@example.org,2025-08-15,enrolled,False,False
mem_066e02cc6b3b,acct_070f2236f6f7,troy74@example.net,2026-04-09,enrolled,False,False
mem_56664e8cb74e,acct_bf6b8f963622,booneryan@example.com,2026-02-26,enrolled,False,False
mem_340bf25b340e,acct_d000dfa2b11d,kathryn50@example.com,2025-03-22,enrolled,False,False
mem_bb8881d48ce1,acct_9a6361a75d85,hudsonjames@example.net,2026-06-07,enrolled,False,False
mem_44013e3a53f3,acct_f90ce642b0d5,charles87@example.net,2026-05-12,enrolled,False,False
mem_43fc3f0577a0,acct_1a659b58f2e4,marcia99@example.org,2026-02-06,enrolled,False,False
mem_401a9b4f4917,acct_7545ce7ed917,theresalong@example.com,2026-05-11,enrolled,False,False
mem_8e742f12b9ab,acct_1b59d9a60794,kari39@example.net,2026-04-18,enrolled,False,False
mem_0bce046b7dd0,acct_bb1c73e4612a,cporter@example.org,2026-01-22,enrolled,False,False
mem_2680bed43f62,acct_03d15c8dfe41,jenniferbrock@example.net,2026-03-01,enrolled,False,False
mem_54df868cdb47,acct_c5137daa69d2,ghernandez@example.org,2025-12-30,enrolled,False,False
mem_9e48f0a577f4,acct_d1466822414b,sarah52@example.com,2026-06-14,enrolled,False,False
mem_eb57a8d54fe2,acct_c031ab3a734b,brittney88@example.net,2025-05-18,enrolled,False,False
mem_d531e2e27f32,acct_0570fd596ca8,terickson@example.com,2026-02-03,enrolled,False,False
mem_9df88530a37b,acct_a8c3eeac21c5,richardsonemily@example.com,2025-07-07,enrolled,False,False
mem_c805dea1c691,acct_6dddcfca8910,laura09@example.com,2025-01-15,enrolled,False,False
mem_d6f27f81affe,acct_bb73049c0fe6,tammy99@example.org,2026-07-07,enrolled,False,False
mem_ff67b3905a61,acct_ccbff5746231,silvageorge@example.net,2025-04-04,enrolled,False,False
mem_4236942c19ce,acct_90a9cbcc4534,rhernandez@example.org,2025-11-04,enrolled,False,False
mem_82bda94fe11b,acct_ecd174043744,armstrongjackie@example.org,2025-12-24,enrolled,False,False
mem_10a4b093a3ba,acct_4bd34620d008,alexanderrobert@example.com,2025-01-20,enrolled,False,False
mem_e42a9085e3a9,acct_1137034b0d3e,roberthampton@example.com,2026-03-14,enrolled,False,False
mem_92d3a684945a,acct_4d72a05db94a,thorntonapril@example.net,2026-02-03,enrolled,False,False
mem_99122ddc0632,acct_d00bd0fc7aa8,whitney78@example.com,2025-03-24,enrolled,False,False
mem_a4a1a285d6d5,acct_684f8ac57d1b,sue78@example.com,2025-05-16,enrolled,False,False
mem_95190088527e,acct_83ea618f1f97,erica49@example.com,2025-11-24,enrolled,False,False
mem_ee324176762c,acct_0e96daabbc61,susanramirez@example.com,2025-08-01,enrolled,False,False
mem_f64c28909548,acct_fa3331141bc2,shellyhendrix@example.com,2025-06-14,enrolled,False,False
mem_3df73b69395b,acct_d8c8a5582acf,hannahburns@example.com,2025-03-17,enrolled,False,False
mem_73314f5144b2,acct_1e715015202c,ann44@example.org,2025-12-19,enrolled,False,False
mem_e115664f1b07,acct_f2704235c338,zhuang@example.com,2026-03-25,enrolled,False,False
mem_8e41d45555c8,acct_717208c38939,kellyroberts@example.net,2025-12-20,enrolled,False,False
mem_928759c8ef69,acct_f185dc11b776,reedscott@example.com,2026-02-03,enrolled,False,False
mem_81cc7c6b6143,acct_e9dddc09bcce,ilewis@example.com,2025-09-12,enrolled,False,False
mem_94918bdcd7f3,acct_9ce81958de8f,derrick99@example.org,2025-06-16,enrolled,False,False
mem_2ac456675ec7,acct_7985b04d1d85,brentstein@example.org,2025-08-08,enrolled,False,False
mem_87d796e241f6,acct_b98cf5132b37,briangutierrez@example.net,2025-05-12,enrolled,False,False
mem_56535e5ae913,acct_4a11f9ea3219,xgarcia@example.org,2025-02-20,enrolled,False,False
mem_fde4f47c5232,acct_827491a648f2,oconnelltiffany@example.org,2024-11-11,enrolled,False,False
mem_dbfc91a69f3e,acct_ccefd63f5c44,edelgado@example.com,2025-11-26,enrolled,False,False
mem_c36ebfc7852b,acct_62e801495bea,katelynmitchell@example.com,2025-03-07,enrolled,False,False
mem_5453521b5bc3,acct_46d719ab8620,velezchristopher@example.net,2025-10-26,enrolled,False,False
mem_7dd003f58231,acct_c716503a8698,amandasharp@example.org,2025-09-15,enrolled,False,False
mem_c0368625a82a,acct_907c41dd9f3a,robertmonroe@example.org,2026-06-06,enrolled,False,False
mem_4a4dd07e0598,acct_474cd96160c6,lfrench@example.net,2026-01-16,enrolled,False,False
mem_27541bf5ec9b,acct_c499dcbe9cc6,nancy04@example.net,2025-04-18,enrolled,False,False
mem_9269614292d5,acct_9d046bdd76aa,hebertmatthew@example.com,2026-04-30,enrolled,False,False
mem_52d76856ad1e,acct_0d803d8ee671,ismall@example.net,2026-03-30,enrolled,False,True
mem_f08db6dc3dec,acct_dffc0c8866ab,znelson@example.org,2026-03-02,enrolled,False,True
mem_437ae59a8950,acct_fcd31a529d93,francisco74@example.net,2026-01-04,enrolled,False,False
mem_24891902636d,acct_01547a07375c,alexisrogers@example.com,2026-02-26,enrolled,False,False
mem_60787428604e,acct_6163be44a31a,gregorychase@example.com,2025-04-05,enrolled,False,False
mem_9af846020bf8,acct_57a45ef6510c,frobertson@example.com,2026-03-23,enrolled,False,True
mem_64c884cc0fe5,acct_f9aa388c3f3e,lopezdonald@example.com,2025-01-07,enrolled,False,False
mem_7f22294e72eb,acct_bbc0fb41b150,adamreyes@example.com,2026-01-19,enrolled,False,False
mem_448559e257c0,acct_e021bb442afe,stephanie49@example.net,2025-05-17,enrolled,False,True
mem_86c301707a07,acct_6b0884c8f64c,greenmichael@example.org,2025-12-27,enrolled,False,False
mem_3583a46126e9,acct_0d685e86db48,contrerassteven@example.org,2025-07-22,enrolled,False,False
mem_abee9f64a322,acct_597866eabc36,tparks@example.com,2026-06-19,enrolled,False,False
mem_d77877a789aa,acct_bdc7ffcd000e,fowlershelia@example.com,2025-01-06,enrolled,False,False
mem_dcd85699dec8,acct_f853934c5964,jeffreyanderson@example.org,2026-04-13,enrolled,False,False
mem_62bde25800b5,acct_b1bff3c4d62c,madkins@example.com,2026-06-12,enrolled,False,False
