borrower_id,email,join_date,credit_tier
brw_fbb3c6e420d1,borrowerc63d1ee9@example.net,2026-02-26,Fair
brw_7efce1eef1b8,borrower919ed425@example.net,2026-07-07,Poor
brw_bbf86f92784b,borrower6ca63296@example.net,2025-12-01,Good
brw_952bb29352ad,borrowerdf782a4a@example.net,2026-06-23,Fair
brw_ba66af0fe1bf,borrowerb1a80748@example.net,2025-12-31,Excellent
brw_42523e28bef1,borrower85849562@example.net,2024-11-20,Poor
brw_15a3b83cf172,borrower8a5df865@example.net,2026-02-15,Excellent
brw_f3f966929292,borrower57fa4c57@example.net,2025-07-03,Good
brw_b5f750cd4db9,borrower557bb3a1@example.net,2025-09-27,Fair
brw_b34a2785aafb,borrowerad9220b9@example.net,2026-05-09,Fair
brw_b78c639ae192,borrower32086cf4@example.net,2024-12-27,Good
brw_eaa9fd1719d5,borrower5f41c9c4@example.net,2026-01-01,Good
brw_fbf0628989e1,borrower167d31ff@example.net,2025-04-03,Fair
brw_87c3b5a3e568,borrower1748c88f@example.net,2025-05-20,Poor
brw_f2be2d02ae42,borrowerd0c2425e@example.net,2026-05-07,Fair
brw_d72413e86175,borrower7941ddd2@example.net,2026-03-08,Poor
brw_aeb2be592eab,borroweree6dbb9e@example.net,2026-01-23,Fair
brw_380a7741d469,borrowerea484240@example.net,2026-05-05,Good
brw_fd77cd9ad79f,borrower7d39ffb2@example.net,2025-12-13,Poor
brw_5c6630d007e4,borrower5c0d9401@example.net,2026-02-01,Excellent
brw_3a2d1fa83e91,borrower85018373@example.net,2026-01-08,Good
brw_0919197d2089,borrowerfecd8bff@example.net,2026-01-01,Fair
brw_b863cd470c51,borrower6eadf6ff@example.net,2026-02-18,Good
brw_b991a626ee15,borrower3777a36e@example.net,2026-06-11,Fair
brw_a0e1873093f8,borrower31a71eaf@example.net,2025-12-21,Good
brw_9f7f0ceb1ccf,borrower6567a9b1@example.net,2025-08-17,Excellent
brw_7b227f1bcc89,borrower5a08908d@example.net,2025-09-08,Fair
brw_0ebe347040aa,borrower3d5537e8@example.net,2025-07-20,Good
brw_1f4252eb6383,borrower534cef00@example.net,2025-10-30,Fair
brw_83cd4691f059,borrower658463fd@example.net,2024-12-25,Good
brw_deaafb42338e,borrower07303369@example.net,2026-08-10,Fair
brw_d9de787b6949,borrowerf30f36b3@example.net,2025-12-11,Poor
brw_d72393eb5d1a,borrower795270ec@example.net,2025-05-26,Good
brw_ab4bf7a5ad1d,borrower7ad2e132@example.net,2026-01-14,Good
brw_71ad3f4c5b47,borrowerbf492da1@example.net,2025-09-23,Good
brw_12ffdf970368,borrowerecb3dffd@example.net,2025-11-04,Good
brw_1501a888ecd5,borrower47f24ea9@example.net,2026-02-11,Poor
brw_8234275f94e1,borrower12a7cd23@example.net,2026-04-11,Fair
brw_614582319b10,borrower53d654f2@example.net,2025-11-07,Poor
brw_2d2776f61a39,borrower4f33793d@example.net,2025-06-15,Poor
brw_ad6bdff365b2,borrowerbe1d3da5@example.net,2026-03-24,Good
brw_0ee46a5e6988,borroweredb647d8@example.net,2025-09-25,Fair
brw_316ba696a557,borrower0b0a5abd@example.net,2025-05-27,Excellent
brw_c1fed276751b,borrower9f746ab9@example.net,2026-07-27,Fair
brw_35c6eff43b5d,borrowere4703b8e@example.net,2025-04-04,Poor
brw_1f2474d7441d,borrowere7f3376c@example.net,2025-09-06,Good
brw_067f99b81c1c,borrower231f9c37@example.net,2026-07-16,Fair
brw_ded5d897e25e,borrower552d5d07@example.net,2025-05-27,Good
brw_ccca58ecaee2,borrower3e895d1f@example.net,2025-10-11,Poor
brw_a927df9ceac6,borrower5a66dcc2@example.net,2026-08-06,Fair
brw_ed52cb69dbe2,borrower3cbcda92@example.net,2026-04-30,Good
brw_1b83705d8c3b,borrowerb664c02a@example.net,2026-06-28,Fair
brw_b309820eaf4b,borrowercd80d554@example.net,2025-12-24,Fair
brw_9ee6822bf314,borrowere6fbb3c0@example.net,2026-06-19,Excellent
brw_a376fe755b0a,borrower73d38282@example.net,2025-05-29,Fair
brw_500a7f0957ef,borrowerbedae232@example.net,2026-05-22,Poor
brw_d5a9ed7a0d69,borrowerb11013b6@example.net,2026-06-29,Good
brw_a8267ecac290,borrowerf51fed5c@example.net,2026-05-17,Good
brw_c00ee39578c0,borrower8b6204ff@example.net,2026-08-30,Fair
brw_f65d55e7345b,borrowera10f5937@example.net,2025-04-27,Fair
brw_9c8b7e1c0bec,borrowercba8ad5e@example.net,2026-06-23,Good
brw_f60627c27799,borrowerd0c94ca8@example.net,2026-04-08,Fair
brw_607fd4f718f6,borrowerbe4e7bc5@example.net,2025-11-14,Good
brw_8c8edf0ee32f,borrowerf66ba5c3@example.net,2026-05-18,Fair
brw_ba84770bacee,borrower5b885faa@example.net,2026-06-07,Good
brw_7f4ac261bc86,borrowerdd72c223@example.net,2026-02-04,Good
brw_236698f4c1c0,borrower83e7ab8d@example.net,2025-12-21,Fair
brw_7675ea15939d,borrowera915b8e6@example.net,2024-11-18,Good
brw_64b1104f2543,borrowerb83db27b@example.net,2025-01-01,Fair
brw_e29dc83e93a0,borrowerf9d188df@example.net,2026-05-08,Fair
brw_6fdcd368fc2d,borroweraeff3959@example.net,2025-10-17,Fair
brw_9dbf0f3cdcb9,borrower2bf55cb2@example.net,2026-08-04,Fair
brw_681c94bbbc4c,borrower0c71c74b@example.net,2026-01-29,Poor
brw_d550962721d4,borrower8abef27f@example.net,2026-05-03,Fair
brw_1a7d46017c90,borrowerb5033f22@example.net,2025-12-02,Good
brw_2b10ed153a22,borrowerf007ac25@example.net,2025-11-15,Fair
brw_73fa99dddb66,borrowerbd9b3fd7@example.net,2025-10-21,Fair
brw_5817fec74a67,borrower8db655bc@example.net,2025-11-02,Fair
brw_6ecb689b29b7,borrower5c3030c8@example.net,2025-11-20,Poor
brw_ac1efb247bfe,borrowerb8e65713@example.net,2025-11-09,Good
brw_a121151ca0fc,borrower77bea326@example.net,2026-02-24,Fair
brw_5c75fab92d2b,borrowera907868e@example.net,2025-09-16,Excellent
brw_510c424325ce,borrowerf251ff97@example.net,2026-04-30,Fair
brw_8ef8eb7b66d4,borrowerc62f3a91@example.net,2026-06-16,Excellent
brw_a2040eba0de8,borroweraacf9927@example.net,2026-01-07,Poor
brw_e5219a50a30c,borrower04b97760@example.net,2026-01-12,Poor
brw_4e81394afe24,borrower93d8e755@example.net,2025-07-04,Good
brw_e7dd8c21be75,borrower6695ab82@example.net,2025-07-09,Good
brw_3f824fcf21ee,borrower36a4c85d@example.net,2025-07-24,Fair
brw_37361354f230,borrower38bf705f@example.net,2026-04-11,Excellent
brw_c786f1960aa5,borrower20084717@example.net,2025-02-01,Excellent
brw_cc395b2cccbc,borrowerb95bbef3@example.net,2025-01-26,Poor
brw_bb1a426c6ccb,borrower9dadfb31@example.net,2025-09-22,Poor
brw_84591d488d92,borrowera039d56c@example.net,2025-01-24,Fair
brw_5b6373e15410,borrower732aa633@example.net,2026-03-30,Fair
brw_c9e22c00cf14,borrowerbc49e4d4@example.net,2026-08-26,Fair
brw_3667bb230222,borrower3f096301@example.net,2026-02-18,Fair
brw_2ab606be9ed4,borrowerf24cb4c4@example.net,2025-10-25,Fair
brw_d37900b1b219,borrower61b306ad@example.net,2025-07-11,Poor
brw_0b1a714554f0,borrower1ad1379b@example.net,2026-07-12,Good
brw_4408eb25cde1,borrowerc7504bfd@example.net,2026-08-17,Poor
brw_5a3cef0b6c65,borrower45b5ae7c@example.net,2025-12-27,Poor
brw_812554a6bb65,borrowerd3078a5d@example.net,2026-05-30,Excellent
brw_63d2b2605da3,borrower78d4f9bf@example.net,2025-07-10,Poor
brw_80c9c23f0576,borrower5deb2d2e@example.net,2026-04-27,Good
brw_7407e6cd1eaa,borrower62d7ba04@example.net,2026-06-30,Poor
brw_607de196ec98,borrower6c42905a@example.net,2026-04-26,Good
brw_8e4e8e46791f,borrowereb67aa7e@example.net,2026-07-16,Poor
brw_d8193e9237d7,borrower821a4c95@example.net,2026-07-02,Good
brw_023ce74c916c,borrower35f2136c@example.net,2025-10-26,Fair
brw_74e2d1b98cda,borrower91355b09@example.net,2025-03-01,Good
brw_168ee376fa92,borrowerd95fd346@example.net,2025-09-10,Good
brw_0f65cf434d8b,borrowerbe1a8211@example.net,2026-03-08,Excellent
brw_ee6bfc1e3fac,borrowerb16c994b@example.net,2026-02-01,Good
brw_b757f9c8ee90,borrower20b05702@example.net,2025-02-20,Excellent
brw_4b21caadeb77,borrowera3b13a71@example.net,2026-03-28,Good
brw_57a5e7ef0f51,borrower7e1a9377@example.net,2025-02-22,Poor
brw_18c3d074baf5,borrower6f5b3d5c@example.net,2026-07-15,Fair
brw_75670c28d1f2,borrower91c669e0@example.net,2026-01-05,Poor
brw_848ea7e046e8,borrowereeaacde7@example.net,2026-04-03,Good
brw_5b08d754280c,borrower302fba0b@example.net,2026-06-11,Excellent
brw_b40df52d9515,borrowerc3be331b@example.net,2025-06-19,Good
brw_075ebc6ea9fb,borrowerb166ef09@example.net,2025-10-31,Fair
brw_5f1bcfb6e338,borrowerb2a6ede5@example.net,2025-12-07,Excellent
brw_ff375141450a,borrower59586c44@example.net,2025-08-08,Good
brw_770652fcb493,borrowerc7b817d6@example.net,2026-07-05,Fair
brw_312eb58c8122,borrowerbf0c3b49@example.net,2026-07-27,Fair
brw_945be6959271,borrowere345c105@example.net,2026-06-04,Good
brw_e66b60fa7a2b,borrower676d95f7@example.net,2025-05-30,Good
brw_7cf62509eb99,borrower7400cade@example.net,2026-06-27,Poor
brw_0c8c09e80356,borrower9780d2cf@example.net,2026-09-08,Poor
brw_b778ad3b3147,borrower5489795e@example.net,2026-06-28,Excellent
brw_4121f18a54f9,borrower31c7c15a@example.net,2026-05-18,Good
brw_7e956f7bd372,borrower7be5b4dc@example.net,2025-11-01,Excellent
brw_f107512f1d37,borrowercdadca2f@example.net,2026-08-25,Fair
brw_798155736644,borrowerbec55dca@example.net,2026-05-23,Good
brw_e8f3e0907ffa,borrower732e4f79@example.net,2026-06-17,Excellent
brw_c6d67e8fdbf0,borrower996ae610@example.net,2025-09-10,Fair
brw_8427e7d24d9a,borrowerb8e8a00e@example.net,2025-09-07,Good
brw_60949847fc01,borrowerf285e9cc@example.net,2025-08-15,Fair
brw_19078e2bf01b,borrower7408fff2@example.net,2026-07-12,Fair
brw_b876d0ce6571,borrower7164d80c@example.net,2025-03-02,Excellent
brw_13f223470708,borrower20cfc2c9@example.net,2025-08-11,Poor
brw_9ab076fa4c57,borrowere9a7f3d4@example.net,2026-01-16,Good
brw_6fd45d3826ca,borrower954050b9@example.net,2025-01-30,Excellent
brw_771a5249e407,borrower1b23389f@example.net,2026-02-06,Good
brw_ebba4cc11b1c,borrower6f0de49c@example.net,2025-10-16,Good
brw_76caddb64d26,borrower7916c661@example.net,2025-04-18,Excellent
brw_b1807a8c330c,borrowerebd0b005@example.net,2026-07-22,Fair
brw_372053499207,borrower9eadf588@example.net,2026-07-28,Good
brw_d8aca1efaa76,borrower960f5911@example.net,2025-11-17,Fair
brw_028fa63ea992,borrower71eb6011@example.net,2026-04-17,Poor
brw_746d3cc7ac77,borrower295ddd00@example.net,2026-01-12,Good
brw_60c688df5f02,borrowerf0a2e753@example.net,2025-12-03,Excellent
brw_d9577f6fe167,borrower977af2b9@example.net,2025-10-06,Poor
brw_1e27076ce1f0,borrowerc50d1039@example.net,2025-11-07,Fair
brw_99735ebde0b3,borrower40b5c118@example.net,2025-09-24,Good
brw_23cdfeee6be6,borrowerc6031b04@example.net,2026-02-19,Good
brw_3c6262ed5aa4,borrower12bb666e@example.net,2026-04-11,Good
brw_d1079b5ba95d,borrower5dcdc866@example.net,2026-03-08,Excellent
brw_042fa686fae0,borrowerd8409b69@example.net,2026-03-03,Fair
brw_3c29ed126421,borrower30bd4841@example.net,2026-03-27,Good
brw_dbe574af0ed4,borrowerc43f31da@example.net,2025-04-02,Excellent
brw_fe0048152586,borrowerd68b9c0b@example.net,2025-07-03,Excellent
brw_a7002167e5c9,borrower16f1f42b@example.net,2026-07-16,Fair
brw_08cd64a79181,borrower2ad4db2c@example.net,2025-07-20,Fair
brw_81fb74338b02,borrower26688f9a@example.net,2025-12-13,Fair
brw_2b5b4fd5034d,borrower8cc9c237@example.net,2026-04-15,Excellent
brw_cf7728533189,borrowerff7c03df@example.net,2026-04-05,Fair
brw_34d1e9b60761,borrower220233cc@example.net,2025-09-04,Poor
brw_d5f9aa7d9b73,borrowerd536704a@example.net,2025-09-24,Poor
brw_56bab149b5d5,borrower6172149a@example.net,2025-12-06,Good
brw_2e17eb5c0b6d,borroweraeed5243@example.net,2025-12-18,Good
brw_7c32d1764751,borrower77a13332@example.net,2025-11-03,Good
brw_ceb31594deb8,borrower48fad204@example.net,2026-07-12,Fair
brw_b5c777bb653b,borrower5cd5884b@example.net,2026-03-30,Fair
brw_843c9947f973,borrower9e2ff04a@example.net,2025-12-20,Fair
brw_1cb88c45a23e,borrower002bc985@example.net,2025-06-22,Poor
brw_822392686121,borrowerfc6f0fbb@example.net,2025-07-15,Fair
brw_eb54f8542b53,borrower7f362159@example.net,2025-11-12,Excellent
brw_16899edbe5fa,borrowerb4f27a90@example.net,2025-03-25,Fair
brw_615c04c9be3c,borrowerc9b9f15d@example.net,2026-05-11,Good
brw_cd3083bcbb6a,borrowere47f1c1f@example.net,2025-10-06,Good
brw_13db2ef49263,borrower5f3a70bf@example.net,2026-04-11,Excellent
brw_b0c1c01f8a20,borrowerae2aea95@example.net,2025-05-30,Fair
brw_cfa80ee5402c,borrower136c0e77@example.net,2026-03-15,Excellent
brw_b1023dc87f95,borrower8449ded8@example.net,2025-11-17,Excellent
brw_b24944cb7e1f,borrower2589a131@example.net,2025-09-07,Good
brw_d2877d51ba05,borrower2626a0db@example.net,2026-03-06,Good
brw_0eaa25ad499f,borrower0e2fe2ec@example.net,2026-03-29,Fair
brw_2334944c2753,borrowerc4b19f26@example.net,2025-08-16,Fair
brw_6aae54ed61ff,borrower75dd81a8@example.net,2026-07-20,Excellent
brw_c0ab26884d81,borrower2351bd10@example.net,2026-06-23,Fair
brw_8880df7af1af,borrowerae1c7e30@example.net,2025-10-24,Good
brw_dc8463c93421,borrowerd354dc0c@example.net,2025-10-31,Good
brw_bce07bccd1f2,borrower41025d05@example.net,2026-02-24,Good
brw_6f0161bc1e7f,borrower4cebeeff@example.net,2025-09-01,Excellent
brw_0cca3d60ad66,borrowerb7adaca5@example.net,2026-03-02,Good
brw_66b28fed96e0,borrower3bf0608f@example.net,2025-10-21,Good
brw_8ae900e78e89,borrower832bd01f@example.net,2025-10-28,Excellent
brw_3b50531b3b24,borrower061a47cd@example.net,2026-03-17,Fair
brw_45429c3110db,borrower317ebe02@example.net,2026-09-01,Good
brw_a1d3a0fb13c5,borrower171d3ff1@example.net,2026-06-03,Excellent
brw_4b156144ba54,borrower351c6ffb@example.net,2026-05-16,Good
brw_cab4c3e52c9d,borrowerecb4751f@example.net,2026-09-01,Fair
brw_0ca9e76c48eb,borrowerca8fda0c@example.net,2026-06-16,Good
brw_35e692b9fa00,borrower2684e983@example.net,2025-10-05,Fair
brw_c9da8f422a20,borrowerd2d08278@example.net,2025-07-02,Fair
brw_da611928fc03,borrower5b2626b7@example.net,2026-07-25,Poor
brw_ffaf09da9589,borrower5e67af2c@example.net,2026-08-07,Excellent
brw_9cf19a1e6bc6,borrower9303f044@example.net,2025-04-04,Poor
brw_59b575dbb417,borrowerb0b3b839@example.net,2025-12-19,Fair
brw_98458705696b,borrower039644e4@example.net,2025-10-01,Good
brw_3ef10e5f5177,borrower8934e582@example.net,2026-07-09,Excellent
brw_8af831755acd,borrowerc73c6bae@example.net,2026-04-17,Fair
brw_3d5c8e71cc22,borrower0bb4ea31@example.net,2025-11-26,Fair
brw_9acabeeefa47,borrowerd6b9dd45@example.net,2025-04-06,Excellent
brw_907c95be8157,borrowerb45a8328@example.net,2025-06-22,Good
brw_6c612ea38d9d,borrower9f669d29@example.net,2025-12-12,Fair
brw_d8462c8da840,borrower84159204@example.net,2026-03-17,Good
brw_04e9718a641f,borrower2368504e@example.net,2026-04-11,Good
brw_9095cf54dfe5,borrower4c86dfe9@example.net,2026-06-19,Fair
brw_e061f30ab8bc,borrowerbc3a9192@example.net,2026-07-10,Fair
brw_358118c16705,borrower7bf27805@example.net,2025-04-22,Good
brw_241bddda636e,borrower4fea1d24@example.net,2025-09-20,Fair
brw_866104f24486,borrower45f60ea7@example.net,2025-07-17,Good
brw_29a87d941a4a,borrower055cd0c4@example.net,2026-06-28,Good
brw_76f6f54d945a,borrower4ec25b93@example.net,2025-12-04,Fair
brw_ceee23d97780,borrower0e14ea09@example.net,2025-11-04,Good
brw_736af84ae34e,borrower8ea589da@example.net,2025-08-19,Good
brw_f038449d3663,borrowerca2783a0@example.net,2025-09-01,Fair
brw_5f4f5622643f,borrowerdd375d7a@example.net,2026-02-21,Poor
brw_84173dee87cc,borrowere7d813d3@example.net,2025-12-25,Fair
brw_5e9c8f201263,borrowerffbd6630@example.net,2025-11-22,Poor
brw_94a9e782473c,borrower2073d723@example.net,2025-11-20,Good
brw_1e40730929b6,borrower071b7ab8@example.net,2026-07-27,Good
brw_c2f5e8b73f67,borrower3424b237@example.net,2026-04-26,Good
brw_d41ad2dc8410,borrower8b6d4090@example.net,2026-08-01,Fair
brw_0a52e4c9cbee,borrower79a6d6fd@example.net,2026-04-23,Good
brw_2209ce0bc05c,borrower5ff54b45@example.net,2026-08-01,Fair
brw_45ed772eae8f,borrowerd148d922@example.net,2026-07-24,Poor
brw_262a5d097048,borrower6091a458@example.net,2025-06-13,Fair
brw_61c69b0a7bc2,borrower674cd82b@example.net,2026-01-24,Good
brw_90c171568506,borrower0212bdf5@example.net,2025-12-30,Fair
brw_99a6c6668811,borrowerf2b13630@example.net,2025-05-03,Good
brw_999fc1bb0537,borrower8f82907f@example.net,2025-07-21,Fair
brw_039395e684bf,borrower984eed1e@example.net,2026-04-19,Good
brw_f3d9d518f502,borrower65faa6e6@example.net,2026-06-26,Excellent
brw_c23c64fee8c5,borrowerbacf1312@example.net,2026-07-14,Poor
brw_470f49936bf2,borrower233a5cca@example.net,2026-04-09,Fair
brw_a42e69d77bed,borrower832bbbfc@example.net,2026-01-25,Good
brw_489a28ace651,borrower557d274e@example.net,2026-05-19,Good
brw_3eaffab7c0b7,borrower2183bd44@example.net,2026-02-25,Fair
brw_4bb04d66ebc8,borrower415c2576@example.net,2026-06-23,Good
brw_8a5d901511a8,borrower509f8649@example.net,2026-05-05,Good
brw_afbbd4781a9e,borrower1ade1fbb@example.net,2026-04-11,Fair
brw_836122f76996,borrowercfcb2bfe@example.net,2025-08-07,Fair
brw_e1a8d801656d,borrower498f04a3@example.net,2026-07-28,Excellent
brw_6494c69ec38c,borrowercad4e9fa@example.net,2025-10-21,Good
brw_2986c85fbc56,borrower4834f0f6@example.net,2025-09-22,Fair
brw_d188e35f002f,borrower192852d3@example.net,2025-04-22,Poor
brw_8db2769d8d5e,borrower8f01190b@example.net,2026-04-14,Fair
brw_9fbc7ce70c41,borrower40b7f32d@example.net,2026-06-30,Good
brw_f05ed002f231,borrower866b4720@example.net,2025-01-23,Fair
brw_8b1ac1a404f5,borrower56f5d814@example.net,2026-03-19,Fair
brw_28f1c6fe87b5,borrowerbd5a3f14@example.net,2025-03-13,Good
brw_39a6be2d3b3f,borrower751b0aad@example.net,2026-03-26,Fair
brw_ec577ed327e7,borrower9e18c3f7@example.net,2025-07-19,Fair
brw_0947f8a737c6,borrowerf1f9fb85@example.net,2025-07-06,Fair
brw_0f51d57a818b,borrower3e1aa1e9@example.net,2025-10-17,Fair
brw_18d801eaf970,borrowerd5227571@example.net,2025-11-10,Good
brw_f0986c638272,borrower3e3011d3@example.net,2026-04-01,Good
brw_83ef690de6db,borrower341bccaf@example.net,2026-06-15,Good
brw_f6de54a91b1e,borrower661a4a31@example.net,2025-02-26,Good
brw_4513918db709,borrowerfa510e9b@example.net,2026-05-28,Excellent
brw_0169e2f392b7,borrowerd8a526a0@example.net,2026-07-23,Fair
brw_41af4f706136,borrower93e8f077@example.net,2026-07-15,Fair
brw_2a5d58442f74,borrowercaf64afd@example.net,2025-06-30,Poor
brw_9dd84d58b653,borrower7d10eaa6@example.net,2026-08-10,Good
brw_744844288c1e,borrowerfe552ff7@example.net,2025-08-24,Excellent
brw_54050d1fce76,borrower3482f32e@example.net,2026-03-26,Good
brw_afd87d81dd67,borrower9b85ab83@example.net,2025-07-04,Fair
brw_02dd3ad9bd0f,borrower410de701@example.net,2025-07-22,Good
brw_017ff13ad2a9,borrower86536c8b@example.net,2026-02-26,Good
brw_a444fc5f2db2,borrower492059a3@example.net,2025-10-22,Good
brw_1daf4533f8ef,borrower5e93a8d4@example.net,2026-02-23,Good
brw_7dde81048000,borrower36e04908@example.net,2025-09-05,Good
brw_e060f7e1093a,borrowere2564457@example.net,2026-01-10,Good
brw_e92d3ff0306e,borrower4300562c@example.net,2025-07-22,Good
brw_95b5dd3b273b,borrower88201d64@example.net,2025-06-30,Good
brw_83d1fef4dfea,borrower023162a6@example.net,2025-02-27,Poor
brw_01f711fcea09,borrower3d09d134@example.net,2026-02-15,Good
brw_b2cdf6028787,borrower040b752b@example.net,2026-03-23,Fair
brw_3bcf34289b36,borrowera8b38ea2@example.net,2025-01-26,Fair
brw_b7e6e471d3aa,borrower323ad673@example.net,2025-07-28,Excellent
brw_14709ecbc140,borrower60aed4cf@example.net,2026-05-18,Fair
brw_43267584c041,borrower54cea7fb@example.net,2025-05-26,Fair
brw_371d5e51e481,borrower56a466c2@example.net,2026-07-14,Fair
brw_9cbf38e78aa8,borrower1655b343@example.net,2025-06-16,Good
brw_88ddb0435678,borrower2060580e@example.net,2025-08-26,Good
brw_0c8c6596e718,borrower7c9af1fe@example.net,2025-04-23,Excellent
brw_02fa1157e571,borrowerb9c42e5c@example.net,2026-02-26,Poor
brw_44764cf9d0c9,borrowerd66104ad@example.net,2026-05-29,Good
brw_ccf6af544e5e,borrower227048b3@example.net,2026-04-07,Excellent
brw_e9b7b4b683b3,borrower53e1534b@example.net,2026-08-02,Fair
brw_6186611d5213,borrowerb5356537@example.net,2026-05-24,Poor
brw_aeede01edef5,borrower18d3347b@example.net,2026-03-26,Excellent
brw_9345f53ca303,borrowere6b08e19@example.net,2025-03-22,Fair
brw_4d3309cbd0c1,borrower392b3393@example.net,2025-11-07,Fair
brw_67d297f73ae6,borrower07dc7b3f@example.net,2026-07-01,Good
brw_37378d242875,borrower8157bb33@example.net,2025-07-05,Fair
brw_f77a6cec818d,borrower0062b3c8@example.net,2026-07-01,Fair
brw_cfe644b49716,borrower8c3ace4c@example.net,2026-02-21,Excellent
brw_bb7338165302,borrowera96b9408@example.net,2026-07-23,Good
brw_eae18ebf1623,borrower40c5c1a3@example.net,2025-07-01,Fair
brw_6a270ca47492,borrowerb135bc7c@example.net,2025-09-20,Fair
brw_4f60942ec560,borrowerdb7ccea7@example.net,2026-07-11,Good
brw_d59a45d2d2fc,borrowerc29e78ce@example.net,2026-04-27,Excellent
brw_a1327dcb2603,borrowerae5a017a@example.net,2026-03-06,Fair
brw_1651dd009b6d,borrower18efcf07@example.net,2026-02-17,Excellent
brw_3bf3b6125bef,borrower573a0be0@example.net,2025-04-23,Fair
brw_83f7151a94a0,borroweref3f3acc@example.net,2026-08-24,Fair
brw_d9841ad5e649,borrowerd9437eae@example.net,2026-05-21,Excellent
brw_5477a2b0c831,borrower3d632252@example.net,2026-03-02,Fair
brw_38fe374724cf,borrower0f09cc78@example.net,2026-05-22,Good
brw_a8c4839022ae,borrower5fbf157f@example.net,2025-10-30,Excellent
brw_8ccecccc29a7,borrower2826e824@example.net,2025-01-09,Excellent
brw_4d7ebde27f19,borrower87134282@example.net,2026-01-14,Fair
brw_80088e50c7b7,borrower5bbcbfdb@example.net,2024-12-04,Fair
brw_554cdd4d846a,borrowerd2001345@example.net,2026-03-20,Good
brw_9948a414f595,borrower60c9ab03@example.net,2025-11-16,Poor
brw_767d803d6b91,borrower06f48f40@example.net,2026-05-17,Excellent
brw_416d9d4f26f3,borrower51d11fab@example.net,2025-08-07,Good
brw_963a3371904f,borrower71362409@example.net,2025-09-16,Fair
brw_05893e303d59,borrower90067ce0@example.net,2025-08-20,Fair
brw_319f06c41bfe,borrower9d068fd7@example.net,2026-04-14,Excellent
brw_be0ceabcf5dd,borrowerb43f1265@example.net,2026-01-04,Fair
brw_972de9a3bbbd,borrowerdb6082f7@example.net,2026-06-17,Fair
brw_d4a2d8dbdcd8,borrowercd9e46b3@example.net,2026-02-13,Fair
brw_1e6e494c79fc,borrower5b8832f0@example.net,2025-11-18,Fair
brw_821f7dadee88,borrower7272f647@example.net,2026-07-29,Fair
brw_79143c503db4,borrower0559ad73@example.net,2026-02-17,Good
brw_12dbd61e4a9c,borrower471bfe87@example.net,2026-08-07,Good
brw_b07f2bd1e9da,borrower5f19bef2@example.net,2026-08-08,Poor
brw_416aa09ecc56,borrowerc1af5de9@example.net,2026-01-19,Poor
brw_33cf4b9f8d2b,borrower91ee820f@example.net,2026-01-05,Good
brw_362aeb2600a0,borrower0f8d14e3@example.net,2025-09-02,Good
brw_c8c26128a6cb,borrower580fd29a@example.net,2026-04-03,Fair
brw_3628c2f09369,borrower812e71f2@example.net,2025-06-03,Good
brw_dc1f6a148e36,borrower7fdca548@example.net,2026-07-06,Good
brw_bd6986ff2592,borrower0e2177fa@example.net,2025-05-10,Fair
brw_c2ee0fd6128b,borrowerc7da77a5@example.net,2025-05-05,Good
brw_8b1654872be8,borrower8e61bc33@example.net,2025-01-11,Good
brw_3215d7c0d404,borrower41722978@example.net,2026-01-28,Poor
brw_74100250205f,borrower0c20a214@example.net,2026-01-17,Fair
brw_79aabdd21ced,borrowera9436bb5@example.net,2025-09-20,Excellent
brw_302be39f9a38,borrower61f70ea7@example.net,2025-12-04,Fair
brw_ea4d97ac4baf,borrower6ce7408c@example.net,2026-01-04,Good
brw_c3cdd1599334,borrower76554c81@example.net,2026-07-22,Fair
brw_dfc63c0a025f,borrower73081c08@example.net,2026-04-25,Fair
brw_3d5d50663e5e,borrower9d698c9c@example.net,2026-03-03,Fair
brw_24d882808d67,borrowerf30636e9@example.net,2026-04-06,Excellent
brw_d659b320c4a0,borrower174bbd7c@example.net,2025-05-30,Good
brw_2db5bd57bbec,borrowerf9128ace@example.net,2024-10-20,Good
brw_52f5df32b1f9,borrowerdf26a3f9@example.net,2024-12-27,Poor
brw_fc84194eadbe,borrower7a3d0c9b@example.net,2026-07-24,Fair
brw_d91c7d8857bd,borrower8948e470@example.net,2026-04-01,Fair
